lon,lat,vs30,z1pt0,z2pt5,vs30measured
-76.4986,3.3881,121.9949,521.1879,4.9197,1
-76.4986,3.3949,119.7357,521.3275,5.026,1
-76.4986,3.4016,124.1854,521.045,4.8206,1
-76.4986,3.4084,121.0076,521.2498,4.9656,1
-76.4986,3.4151,121.0425,521.2477,4.964,1
-76.4986,3.4219,121.3188,521.2305,4.9511,1
-76.4986,3.4286,126.456,520.8887,4.7217,1
-76.4986,3.4353,142.5661,519.5163,4.1164,1
-76.4986,3.4421,152.7938,518.3703,3.8027,1
-76.4986,3.4488,154.2888,518.1826,3.7606,1
-76.4986,3.4556,147.878,518.9503,3.9477,1
-76.4986,3.4623,166.4368,516.4478,3.4483,1
-76.4986,3.4691,153.8013,518.2444,3.7743,1
-76.4986,3.4758,154.7122,518.1285,3.7488,1
-76.4986,3.4825,154.8629,518.1091,3.7447,1
-76.4986,3.4893,154.5306,518.1517,3.7539,1
-76.4986,3.496,141.5771,519.615,4.1493,1
-76.4986,3.5028,135.0635,520.2161,4.379,1
-76.4986,3.5095,176.9732,514.6117,3.2145,1
-76.4986,3.5163,232.7737,498.2658,2.3493,1
-76.4986,3.523,184.4146,513.1088,3.0665,1
-76.4919,3.3072,129.5482,520.6621,4.593,1
-76.4919,3.3139,134.52,520.2625,4.3993,1
-76.4919,3.3207,159.8706,517.4332,3.6108,1
-76.4919,3.3274,170.6894,515.746,3.3502,1
-76.4919,3.3342,170.3055,515.8115,3.3588,1
-76.4919,3.3409,165.6867,516.5663,3.4662,1
-76.4919,3.3476,162.6146,517.0355,3.5412,1
-76.4919,3.3544,152.5816,518.3965,3.8088,1
-76.4919,3.3611,128.8339,520.7159,4.6221,1
-76.4919,3.3679,124.4202,521.0292,4.8101,1
-76.4919,3.3746,171.4844,515.6091,3.3324,1
-76.4919,3.3814,162.3456,517.0754,3.5479,1
-76.4919,3.3881,119.7532,521.3264,5.0252,1
-76.4919,3.3949,120.4109,521.2866,4.9938,1
-76.4919,3.4016,120.0516,521.3084,5.0109,1
-76.4919,3.4084,121.7102,521.2059,4.9329,1
-76.4919,3.4151,118.1033,521.4236,5.1056,1
-76.4919,3.4219,118.8468,521.3803,5.0691,1
-76.4919,3.4286,124.5467,521.0207,4.8046,1
-76.4919,3.4353,124.7654,521.0059,4.7949,1
-76.4919,3.4421,134.1398,520.2947,4.4135,1
-76.4919,3.4488,152.1916,518.4444,3.82,1
-76.4919,3.4556,140.7458,519.6964,4.1774,1
-76.4919,3.4623,145.1055,519.2533,4.0341,1
-76.4919,3.4691,158.9839,517.5575,3.6338,1
-76.4919,3.4758,152.2326,518.4393,3.8188,1
-76.4919,3.4825,147.6767,518.9729,3.9539,1
-76.4919,3.4893,144.5441,519.3127,4.052,1
-76.4919,3.496,132.4216,520.4366,4.4791,1
-76.4919,3.5028,129.5809,520.6596,4.5916,1
-76.4919,3.5095,127.8538,520.7883,4.6627,1
-76.4919,3.5163,142.324,519.5406,4.1244,1
-76.4919,3.523,135.8781,520.1454,4.349,1
-76.4852,3.3072,122.8922,521.1303,4.8786,1
-76.4852,3.3139,130.8005,520.5656,4.5427,1
-76.4852,3.3207,121.3782,521.2267,4.9483,1
-76.4851,3.3274,114.6316,521.6152,5.2829,1
-76.4851,3.3342,122.0847,521.1822,4.9156,1
-76.4851,3.3409,127.5807,520.8082,4.6741,1
-76.4851,3.3476,123.4992,521.0906,4.8512,1
-76.4851,3.3544,119.8054,521.3233,5.0227,1
-76.4851,3.3611,129.29,520.6817,4.6034,1
-76.4851,3.3679,132.2533,520.4502,4.4856,1
-76.4851,3.3746,114.8086,521.6058,5.2735,1
-76.4851,3.3814,115.1494,521.5877,5.2557,1
-76.4851,3.3881,117.9115,521.4346,5.1151,1
-76.4851,3.3949,115.1425,521.588,5.2561,1
-76.4851,3.4016,125.247,520.973,4.7738,1
-76.4851,3.4084,134.3574,520.2763,4.4054,1
-76.4851,3.4151,121.9183,521.1927,4.9232,1
-76.4851,3.4219,119.0201,521.3701,5.0606,1
-76.4851,3.4286,119.6914,521.3301,5.0282,1
-76.4851,3.4353,122.7787,521.1376,4.8838,1
-76.4851,3.4421,128.1909,520.7636,4.6486,1
-76.4851,3.4488,127.7982,520.7924,4.665,1
-76.4851,3.4556,139.4286,519.8226,4.2226,1
-76.4851,3.4623,134.2833,520.2826,4.4081,1
-76.4851,3.4691,121.6634,521.2088,4.935,1
-76.4851,3.4758,125.6452,520.9455,4.7565,1
-76.4851,3.4825,121.6116,521.2121,4.9374,1
-76.4851,3.4893,119.1213,521.3641,5.0557,1
-76.4851,3.496,119.0363,521.3691,5.0598,1
-76.4851,3.5028,123.4198,521.0958,4.8548,1
-76.4851,3.5095,118.6908,521.3894,5.0767,1
-76.4851,3.5163,120.1313,521.3036,5.0071,1
-76.4851,3.523,123.0187,521.122,4.8729,1
-76.4784,3.3072,130.773,520.5678,4.5438,1
-76.4784,3.3139,129.3934,520.6739,4.5992,1
-76.4784,3.3207,117.1298,521.479,5.1542,1
-76.4784,3.3274,114.7134,521.6108,5.2786,1
-76.4784,3.3342,119.245,521.3568,5.0497,1
-76.4784,3.3409,132.7455,520.4103,4.4666,1
-76.4784,3.3476,133.0848,520.3825,4.4536,1
-76.4784,3.3544,122.7625,521.1387,4.8845,1
-76.4784,3.3611,123.5471,521.0874,4.8491,1
-76.4784,3.3679,124.3486,521.034,4.8133,1
-76.4784,3.3746,116.5016,521.5141,5.186,1
-76.4784,3.3814,121.2515,521.2347,4.9542,1
-76.4784,3.3881,122.0419,521.1849,4.9175,1
-76.4784,3.3949,116.5657,521.5105,5.1827,1
-76.4784,3.4016,122.5176,521.1545,4.8957,1
-76.4784,3.4084,118.5342,521.3986,5.0844,1
-76.4784,3.4151,125.4627,520.9581,4.7645,1
-76.4784,3.4219,125.1941,520.9766,4.7761,1
-76.4784,3.4286,122.9534,521.1263,4.8759,1
-76.4784,3.4353,124.0158,521.0563,4.8281,1
-76.4784,3.4421,127.2173,520.8344,4.6894,1
-76.4784,3.4488,116.3717,521.5213,5.1926,1
-76.4784,3.4556,118.1499,521.4209,5.1033,1
-76.4784,3.4623,121.9663,521.1897,4.921,1
-76.4784,3.4691,119.3339,521.3515,5.0454,1
-76.4784,3.4758,120.9367,521.2542,4.969,1
-76.4784,3.4825,121.6595,521.2091,4.9352,1
-76.4784,3.4893,131.8388,520.4835,4.5018,1
-76.4784,3.496,126.8679,520.8595,4.7041,1
-76.4784,3.5028,122.4699,521.1575,4.8979,1
-76.4784,3.5095,130.0873,520.6209,4.5712,1
-76.4784,3.5163,129.5293,520.6636,4.5937,1
-76.4784,3.523,121.1212,521.2428,4.9603,1
-76.4716,3.3072,126.8822,520.8585,4.7035,1
-76.4716,3.3139,120.2568,521.296,5.0011,1
-76.4716,3.3207,122.0123,521.1868,4.9189,1
-76.4716,3.3274,119.0377,521.369,5.0598,1
-76.4716,3.3342,124.7774,521.0051,4.7944,1
-76.4716,3.3409,125.6998,520.9417,4.7542,1
-76.4716,3.3476,131.1672,520.5369,4.5282,1
-76.4716,3.3544,125.8483,520.9314,4.7478,1
-76.4716,3.3611,123.9033,521.0638,4.8331,1
-76.4716,3.3679,120.2238,521.298,5.0027,1
-76.4716,3.3746,128.0278,520.7756,4.6554,1
-76.4716,3.3814,136.1478,520.1218,4.3392,1
-76.4716,3.3881,132.6889,520.4149,4.4688,1
-76.4716,3.3949,121.0979,521.2442,4.9614,1
-76.4716,3.4016,122.6034,521.1489,4.8918,1
-76.4716,3.4084,122.1418,521.1785,4.9129,1
-76.4716,3.4151,117.878,521.4365,5.1168,1
-76.4716,3.4219,115.7554,521.555,5.2242,1
-76.4716,3.4286,120.1735,521.301,5.0051,1
-76.4716,3.4353,117.3973,521.4639,5.1407,1
-76.4716,3.4421,132.5494,520.4262,4.4742,1
-76.4716,3.4488,124.9035,520.9965,4.7889,1
-76.4716,3.4556,133.4339,520.3536,4.4403,1
-76.4716,3.4623,132.4642,520.4332,4.4775,1
-76.4716,3.4691,135.3511,520.1913,4.3684,1
-76.4716,3.4758,130.1009,520.6199,4.5706,1
-76.4716,3.4825,125.523,520.954,4.7618,1
-76.4716,3.4893,119.202,521.3593,5.0518,1
-76.4716,3.496,126.2927,520.9003,4.7286,1
-76.4716,3.5028,129.6312,520.6558,4.5896,1
-76.4716,3.5095,126.7758,520.866,4.708,1
-76.4716,3.5163,128.6434,520.7301,4.6299,1
-76.4716,3.523,126.8373,520.8617,4.7054,1
-76.4649,3.3072,123.7432,521.0744,4.8403,1
-76.4649,3.3139,120.9374,521.2542,4.9689,1
-76.4649,3.3207,120.3877,521.288,4.9949,1
-76.4649,3.3274,119.5495,521.3386,5.035,1
-76.4649,3.3342,119.072,521.367,5.0581,1
-76.4649,3.3409,121.8875,521.1947,4.9247,1
-76.4649,3.3476,129.9547,520.6311,4.5765,1
-76.4649,3.3544,121.9016,521.1938,4.924,1
-76.4649,3.3611,125.3792,520.9639,4.7681,1
-76.4649,3.3679,126.5585,520.8815,4.7173,1
-76.4649,3.3746,125.5821,520.9499,4.7593,1
-76.4649,3.3814,129.3342,520.6783,4.6016,1
-76.4649,3.3881,134.3343,520.2782,4.4062,1
-76.4649,3.3949,135.7171,520.1595,4.3549,1
-76.4649,3.4016,128.5922,520.7339,4.632,1
-76.4649,3.4084,131.4403,520.5153,4.5174,1
-76.4649,3.4151,123.2011,521.1101,4.8646,1
-76.4649,3.4219,124.9449,520.9937,4.787,1
-76.4649,3.4286,119.5579,521.3381,5.0346,1
-76.4649,3.4353,123.5372,521.0881,4.8495,1
-76.4649,3.4421,126.0618,520.9165,4.7386,1
-76.4649,3.4488,120.5499,521.278,4.9872,1
-76.4649,3.4556,127.2172,520.8345,4.6894,1
-76.4649,3.4623,125.5259,520.9538,4.7617,1
-76.4648,3.4691,124.8652,520.9991,4.7905,1
-76.4648,3.4758,124.0127,521.0565,4.8282,1
-76.4648,3.4825,121.5919,521.2133,4.9384,1
-76.4648,3.4893,122.6818,521.1439,4.8882,1
-76.4648,3.496,126.0148,520.9198,4.7406,1
-76.4648,3.5028,125.1029,520.9829,4.7801,1
-76.4648,3.5095,120.0273,521.3099,5.0121,1
-76.4648,3.5163,117.1779,521.4763,5.1517,1
-76.4648,3.523,117.685,521.4476,5.1264,1
-76.4581,3.3072,118.8737,521.3787,5.0678,1
-76.4581,3.3139,119.0948,521.3657,5.057,1
-76.4581,3.3207,118.4711,521.4022,5.0875,1
-76.4581,3.3274,122.1061,521.1808,4.9146,1
-76.4581,3.3342,123.444,521.0942,4.8537,1
-76.4581,3.3409,118.3596,521.4087,5.0929,1
-76.4581,3.3476,124.4085,521.03,4.8107,1
-76.4581,3.3544,116.2741,521.5266,5.1976,1
-76.4581,3.3611,121.6257,521.2112,4.9368,1
-76.4581,3.3679,120.8197,521.2615,4.9745,1
-76.4581,3.3746,115.3654,521.5761,5.2444,1
-76.4581,3.3814,118.1688,521.4198,5.1024,1
-76.4581,3.3881,122.3944,521.1624,4.9013,1
-76.4581,3.3949,137.6447,519.9879,4.2852,1
-76.4581,3.4016,129.9123,520.6343,4.5782,1
-76.4581,3.4084,123.5904,521.0845,4.8471,1
-76.4581,3.4151,120.6731,521.2705,4.9814,1
-76.4581,3.4219,116.6425,521.5063,5.1788,1
-76.4581,3.4286,119.8177,521.3225,5.0221,1
-76.4581,3.4353,124.4133,521.0297,4.8105,1
-76.4581,3.4421,127.4904,520.8147,4.6779,1
-76.4581,3.4488,126.1087,520.9132,4.7365,1
-76.4581,3.4556,127.4585,520.817,4.6792,1
-76.4581,3.4623,136.3753,520.1017,4.3309,1
-76.4581,3.4691,131.0393,520.5469,4.5332,1
-76.4581,3.4758,119.4456,521.3448,5.04,1
-76.4581,3.4825,116.7013,521.503,5.1758,1
-76.4581,3.4893,119.0554,521.368,5.0589,1
-76.4581,3.496,122.1873,521.1756,4.9108,1
-76.4581,3.5028,118.1368,521.4216,5.1039,1
-76.4581,3.5095,120.3434,521.2907,4.997,1
-76.4581,3.5163,119.6905,521.3302,5.0282,1
-76.4581,3.523,118.477,521.4019,5.0872,1
-76.4514,3.3072,120.4688,521.283,4.9911,1
-76.4514,3.3139,118.314,521.4114,5.0952,1
-76.4514,3.3207,117.2902,521.47,5.1461,1
-76.4514,3.3274,117.975,521.4309,5.1119,1
-76.4514,3.3342,121.0839,521.2451,4.9621,1
-76.4514,3.3409,117.15,521.4779,5.1531,1
-76.4514,3.3476,132.0766,520.4645,4.4925,1
-76.4514,3.3544,127.1859,520.8367,4.6907,1
-76.4514,3.3611,127.3035,520.8282,4.6857,1
-76.4514,3.3679,121.1915,521.2384,4.957,1
-76.4514,3.3746,117.1271,521.4792,5.1543,1
-76.4514,3.3814,115.9185,521.5461,5.2158,1
-76.4514,3.3881,120.9555,521.2531,4.9681,1
-76.4514,3.3949,133.0797,520.3829,4.4538,1
-76.4514,3.4016,118.885,521.378,5.0672,1
-76.4514,3.4084,114.5892,521.6174,5.2851,1
-76.4514,3.4151,116.9861,521.4871,5.1614,1
-76.4514,3.4219,125.3373,520.9668,4.7699,1
-76.4514,3.4286,128.9179,520.7096,4.6187,1
-76.4514,3.4353,127.3295,520.8264,4.6846,1
-76.4513,3.4421,124.4643,521.0262,4.8082,1
-76.4513,3.4488,128.5428,520.7376,4.6341,1
-76.4513,3.4556,122.8504,521.133,4.8805,1
-76.4513,3.4623,124.1331,521.0485,4.8229,1
-76.4513,3.4691,119.6661,521.3316,5.0294,1
-76.4513,3.4758,120.0705,521.3073,5.01,1
-76.4513,3.4825,116.6595,521.5053,5.1779,1
-76.4513,3.4893,120.574,521.2766,4.9861,1
-76.4513,3.496,116.9552,521.4888,5.163,1
-76.4513,3.5028,115.6204,521.5623,5.2312,1
-76.4513,3.5095,122.8119,521.1355,4.8823,1
-76.4513,3.5163,123.0426,521.1205,4.8718,1
-76.4513,3.523,120.5171,521.2801,4.9888,1
-76.4446,3.3072,116.1761,521.532,5.2026,1
-76.4446,3.3139,125.9265,520.9259,4.7444,1
-76.4446,3.3207,120.3617,521.2896,4.9961,1
-76.4446,3.3274,123.3295,521.1017,4.8588,1
-76.4446,3.3342,130.1688,520.6147,4.5679,1
-76.4446,3.3409,124.92,520.9954,4.7881,1
-76.4446,3.3476,133.7797,520.3249,4.4271,1
-76.4446,3.3544,134.6367,520.2526,4.3949,1
-76.4446,3.3611,125.9321,520.9255,4.7441,1
-76.4446,3.3679,126.1602,520.9096,4.7343,1
-76.4446,3.3746,121.4936,521.2195,4.9429,1
-76.4446,3.3814,115.973,521.5431,5.213,1
-76.4446,3.3881,119.4364,521.3454,5.0404,1
-76.4446,3.3949,131.7608,520.4898,4.5048,1
-76.4446,3.4016,128.1429,520.7671,4.6506,1
-76.4446,3.4084,124.358,521.0334,4.8129,1
-76.4446,3.4151,131.2138,520.5332,4.5263,1
-76.4446,3.4219,123.555,521.0869,4.8487,1
-76.4446,3.4286,129.2259,520.6865,4.6061,1
-76.4446,3.4353,118.2123,521.4173,5.1002,1
-76.4446,3.4421,124.9772,520.9914,4.7856,1
-76.4446,3.4488,127.946,520.7816,4.6588,1
-76.4446,3.4556,127.2388,520.8329,4.6884,1
-76.4446,3.4623,125.3012,520.9693,4.7715,1
-76.4446,3.4691,128.9167,520.7097,4.6187,1
-76.4446,3.4758,115.3091,521.5791,5.2474,1
-76.4446,3.4825,116.3722,521.5212,5.1926,1
-76.4446,3.4893,120.1865,521.3002,5.0045,1
-76.4446,3.496,115.0946,521.5906,5.2586,1
-76.4446,3.5028,123.9888,521.0581,4.8293,1
-76.4446,3.5095,122.8789,521.1311,4.8792,1
-76.4446,3.5163,126.0398,520.918,4.7395,1
-76.4446,3.523,120.3745,521.2888,4.9955,1
